addr	old	new
47e6f0	FUN_0047e6f0	sqlite3_fn_47e6f0
47e8a0	FUN_0047e8a0	pcache_pageInsert
47e910	FUN_0047e910	sqlite3_fn_47e910
47e970	FUN_0047e970	lib_fn_47e970
47ea40	FUN_0047ea40	lib_fn_47ea40
47eaa0	FUN_0047eaa0	lib_fn_47eaa0
47ebd0	FUN_0047ebd0	lib_fn_47ebd0
47ed50	FUN_0047ed50	lib_fn_47ed50
47ee40	FUN_0047ee40	lib_fn_47ee40
47f030	FUN_0047f030	lib_fn_47f030
47f090	FUN_0047f090	lib_fn_47f090
47f140	FUN_0047f140	sqlite3_fn_47f140
47f1a0	FUN_0047f1a0	lib_fn_47f1a0
47f4f0	FUN_0047f4f0	sqlite3_fn_47f4f0
47f590	FUN_0047f590	pager_journalHdrOffset
47f5f0	FUN_0047f5f0	sqlite3_fn_47f5f0
47f6a0	FUN_0047f6a0	lib_fn_47f6a0
47f780	FUN_0047f780	lib_fn_47f780
47f9a0	FUN_0047f9a0	lib_fn_47f9a0
47fc00	FUN_0047fc00	btree_readPage1
47ff80	FUN_0047ff80	sqlite3_fn_47ff80
480650	FUN_00480650	sqlite3_mallocRaw
480740	FUN_00480740	lib_fn_480740
4807d0	FUN_004807d0	sqlite3_fn_4807d0
480840	FUN_00480840	btree_putCellPtr
480a70	FUN_00480a70	lib_fn_480a70
480b10	FUN_00480b10	lib_fn_480b10
480b90	FUN_00480b90	lib_fn_480b90
480be0	FUN_00480be0	lib_fn_480be0
480c70	FUN_00480c70	lib_fn_480c70
480e10	FUN_00480e10	sqlite3_fn_480e10
4815e0	FUN_004815e0	lib_fn_4815e0
481630	FUN_00481630	sqlite3_fn_481630
4832f0	FUN_004832f0	sqlite3_fn_4832f0
483380	FUN_00483380	sqlite3_fn_483380
483460	FUN_00483460	lib_fn_483460
483490	FUN_00483490	pager_pageToOffset
4834d0	FUN_004834d0	sqlite3_openDatabase
483950	FUN_00483950	sqlite3_fn_483950
483b10	FUN_00483b10	vdbe_initPseudoCursor
483b70	FUN_00483b70	lib_fn_483b70
483ba0	FUN_00483ba0	lib_fn_483ba0
483bd0	FUN_00483bd0	pager_walCheckpointCheck
483c40	FUN_00483c40	pager_lockDbDefault
483ca0	FUN_00483ca0	pager_lockDb
483cf0	FUN_00483cf0	pager_unlockAndRollback
483d40	FUN_00483d40	pager_endTransactionCheck
483dd0	FUN_00483dd0	pager_pageCount
483e60	FUN_00483e60	pager_playbackSavepoint
484120	FUN_00484120	pager_playbackAllPages
484180	FUN_00484180	lib_fn_484180
484260	FUN_00484260	pager_syncJournal
4842a0	FUN_004842a0	pager_playbackOnePage
484370	FUN_00484370	pcache_releasePage
4843d0	FUN_004843d0	pager_unlockDb
484410	FUN_00484410	pager_writeDirtyList
4844b0	FUN_004844b0	pager_cksum
484530	FUN_00484530	pager_deleteMasterJournal
484760	FUN_00484760	pager_endTransaction
484930	FUN_00484930	pager_error
484960	FUN_00484960	pager_incrChangeCounter
484ae0	FUN_00484ae0	pager_getSavepointPtr
484b10	FUN_00484b10	pager_openJournal
484c20	FUN_00484c20	pager_playback
484f60	FUN_00484f60	pager_playbackOnePageJournal
485250	FUN_00485250	btree_invalidateAllCursors
485280	FUN_00485280	pager_truncateImage
485380	FUN_00485380	pcache_freePage
4854a0	FUN_004854a0	pager_lockWithRetry
485520	FUN_00485520	pager_writePage
4856d0	FUN_004856d0	pager_writeChangeCounter
485750	FUN_00485750	pager_commitPhaseOne
485890	FUN_00485890	lib_fn_485890
485950	FUN_00485950	lib_fn_485950
485a80	FUN_00485a80	lib_fn_485a80
486380	FUN_00486380	lib_fn_486380
486460	FUN_00486460	lib_fn_486460
486540	FUN_00486540	lib_fn_486540
4868a0	FUN_004868a0	pcache_allocPage
4869b0	FUN_004869b0	lib_fn_4869b0
486a20	FUN_00486a20	lib_fn_486a20
486af0	FUN_00486af0	pcache_freePageMem
486bf0	FUN_00486bf0	lib_fn_486bf0
486c20	FUN_00486c20	lib_fn_486c20
486c80	FUN_00486c80	lib_fn_486c80
486cc0	FUN_00486cc0	lib_fn_486cc0
486dd0	FUN_00486dd0	lib_fn_486dd0
486ea0	FUN_00486ea0	lib_fn_486ea0
486ed0	FUN_00486ed0	pcache_removeFromDirty
486f40	FUN_00486f40	btree_readCellPtrByte
487070	FUN_00487070	btree_ptrmapPageno
4870c0	FUN_004870c0	btree_ptrmapPut
4871d0	FUN_004871d0	sqlite3_fn_4871d0
487240	FUN_00487240	sqlite3_fn_487240
487510	FUN_00487510	sqlite3_fn_487510
487580	FUN_00487580	prng_nextByte
487690	FUN_00487690	pager_read32be
4876e0	FUN_004876e0	pager_readDbPage
4877e0	FUN_004877e0	pager_readJournalHeader
487a00	FUN_00487a00	pager_readMasterJournal
487b40	FUN_00487b40	lib_fn_487b40
487c30	FUN_00487c30	hash_rehash
487d80	FUN_00487d80	sqlite3_fn_487d80
487e80	FUN_00487e80	sqlite3_fn_487e80
487f30	FUN_00487f30	pager_freeSavepointArray
487fb0	FUN_00487fb0	vdbe_releaseMemArray
4880a0	FUN_004880a0	btree_releasePage
4880e0	FUN_004880e0	sqlite3_fn_4880e0
488380	FUN_00488380	btree_updateOverflowCell
4884b0	FUN_004884b0	hash_removeElement
488510	FUN_00488510	btree_unrefSharedCache
4885a0	FUN_004885a0	sqlite3_logCallback
488640	FUN_00488640	sqlite3_fn_488640
488860	FUN_00488860	sqlite3_fn_488860
4889f0	FUN_004889f0	lib_fn_4889f0
488a90	FUN_00488a90	sqlite3_fn_488a90
488b10	FUN_00488b10	sqlite3_fn_488b10
488dd0	FUN_00488dd0	sqlite3_fn_488dd0
489140	FUN_00489140	sqlite3_fn_489140
4891f0	FUN_004891f0	lib_fn_4891f0
489330	FUN_00489330	lib_fn_489330
489430	FUN_00489430	lib_fn_489430
489750	FUN_00489750	sqlite3_fn_489750
4898d0	FUN_004898d0	sqlite3_fn_4898d0
489940	FUN_00489940	sqlite3_fn_489940
489a60	FUN_00489a60	sqlite3_fn_489a60
489b10	FUN_00489b10	lib_fn_489b10
489b70	FUN_00489b70	lib_fn_489b70
489bc0	FUN_00489bc0	sqlite3_fn_489bc0
489c10	FUN_00489c10	btree_saveCursorPages
489d30	FUN_00489d30	vdbe_commitAllBtrees
48a010	FUN_0048a010	lib_fn_48a010
48a080	FUN_0048a080	lib_fn_48a080
48a1c0	FUN_0048a1c0	lib_fn_48a1c0
48a240	FUN_0048a240	sqlite3_fn_48a240
48a4d0	FUN_0048a4d0	sqlite3_fn_48a4d0
48abe0	FUN_0048abe0	sqlite3_fn_48abe0
48b2c0	FUN_0048b2c0	lib_fn_48b2c0
48b2e0	FUN_0048b2e0	sqlite3_fn_48b2e0
48b310	FUN_0048b310	btree_clearCell
48b480	FUN_0048b480	lib_fn_48b480
48b500	FUN_0048b500	lib_fn_48b500
48b530	FUN_0048b530	pager_setSectorSize
48b5a0	FUN_0048b5a0	sqlite3_fn_48b5a0
48b660	FUN_0048b660	sqlite3_setupLookaside
48b780	FUN_0048b780	sqlite3_fn_48b780
48b7c0	FUN_0048b7c0	sqlite3_fn_48b7c0
48b820	FUN_0048b820	sqlite3_fn_48b820
48b8b0	FUN_0048b8b0	sqlite3_fn_48b8b0
48b940	FUN_0048b940	abs32
48b960	FUN_0048b960	sqlite3_fn_48b960
48b9c0	FUN_0048b9c0	sqlite3_fn_48b9c0
48ba50	FUN_0048ba50	sqlite3_fn_48ba50
48bb90	FUN_0048bb90	sqlite3_fn_48bb90
48bbe0	FUN_0048bbe0	sqlite3_fn_48bbe0
48bce0	FUN_0048bce0	lib_fn_48bce0
48bd80	FUN_0048bd80	sqlite3_fn_48bd80
48bf70	FUN_0048bf70	lib_fn_48bf70
48c030	FUN_0048c030	sqlite3_fn_48c030
48c240	FUN_0048c240	sqlite3_fn_48c240
48c460	FUN_0048c460	func_buildHash
48c4f0	FUN_0048c4f0	sqlite3_fn_48c4f0
48c830	FUN_0048c830	sqlite3_fn_48c830
48c930	FUN_0048c930	sqlite3_fn_48c930
48ca70	FUN_0048ca70	sqlite3_apiExit
48cac0	FUN_0048cac0	strAccum_appendSpaces
48cc10	FUN_0048cc10	lib_fn_48cc10
48cc90	FUN_0048cc90	lib_fn_48cc90
48d2d0	FUN_0048d2d0	sqlite3_fn_48d2d0
48d300	FUN_0048d300	lib_fn_48d300
48d4b0	FUN_0048d4b0	lib_fn_48d4b0
48d540	FUN_0048d540	sqlite3_fn_48d540
48d620	FUN_0048d620	sqlite3_fn_48d620
48d6f0	FUN_0048d6f0	sqlite3_autoExtensions
48d7c0	FUN_0048d7c0	sqlite3_fn_48d7c0
48dbc0	FUN_0048dbc0	lib_fn_48dbc0
48e040	FUN_0048e040	btree_writeOverflowCursors
48e0b0	FUN_0048e0b0	sqlite3_fn_48e0b0
48e1f0	FUN_0048e1f0	sqlite3_fn_48e1f0
48e5e0	FUN_0048e5e0	lib_fn_48e5e0
48e620	FUN_0048e620	lib_fn_48e620
48e670	FUN_0048e670	lib_fn_48e670
48e8c0	FUN_0048e8c0	bitvec_clear
48e9a0	FUN_0048e9a0	bitvec_destroy
48ea60	FUN_0048ea60	bitvec_set
48ec40	FUN_0048ec40	bitvec_test
48ed00	FUN_0048ed00	sqlite3_fn_48ed00
48ed50	FUN_0048ed50	sqlite3_fn_48ed50
48efd0	FUN_0048efd0	sqlite3_fn_48efd0
48eff0	FUN_0048eff0	sqlite3_fn_48eff0
48f070	FUN_0048f070	btree_closeConnection
48f150	FUN_0048f150	btree_dropCursor
48f290	FUN_0048f290	sqlite3_fn_48f290
48f2f0	FUN_0048f2f0	btree_rollback
48f390	FUN_0048f390	btree_commitPhaseTwo
48f420	FUN_0048f420	sqlite3_fn_48f420
48f530	FUN_0048f530	sqlite3_fn_48f530
48f740	FUN_0048f740	sqlite3_fn_48f740
48f790	FUN_0048f790	sqlite3_fn_48f790
48f7e0	FUN_0048f7e0	sqlite3_fn_48f7e0
48f870	FUN_0048f870	sqlite3_fn_48f870
48f8b0	FUN_0048f8b0	sqlite3_fn_48f8b0
48f8d0	FUN_0048f8d0	sqlite3_fn_48f8d0
48f930	FUN_0048f930	sqlite3_fn_48f930
48fb70	FUN_0048fb70	sqlite3_fn_48fb70
48fbc0	FUN_0048fbc0	btree_enter
48fca0	FUN_0048fca0	btree_enterAll
48fdc0	FUN_0048fdc0	sqlite3_fn_48fdc0
48fe00	FUN_0048fe00	sqlite3_fn_48fe00
48fe50	FUN_0048fe50	sqlite3_fn_48fe50
48fe70	FUN_0048fe70	sqlite3_fn_48fe70
48fee0	FUN_0048fee0	sqlite3_fn_48fee0
48ff20	FUN_0048ff20	sqlite3_fn_48ff20
48ffe0	FUN_0048ffe0	sqlite3_fn_48ffe0
4901e0	FUN_004901e0	sqlite3_fn_4901e0
490640	FUN_00490640	sqlite3_fn_490640
4906b0	FUN_004906b0	sqlite3_fn_4906b0
4906f0	FUN_004906f0	sqlite3_fn_4906f0
490750	FUN_00490750	sqlite3BtreeLeave
490780	FUN_00490780	sqlite3BtreeLeaveAll
4907e0	FUN_004907e0	lib_fn_4907e0
490810	FUN_00490810	sqlite3_fn_490810
490880	FUN_00490880	sqlite3_fn_490880
4908e0	FUN_004908e0	lib_fn_4908e0
490c90	FUN_00490c90	lib_fn_490c90
490e00	FUN_00490e00	sqlite3BtreeOpen
491450	FUN_00491450	lib_fn_491450
491620	FUN_00491620	lib_fn_491620
4916b0	FUN_004916b0	sqlite3BtreeCommitPhaseOne
491910	FUN_00491910	sqlite3_fn_491910
4919c0	FUN_004919c0	btreeCheckReadConflicts
491a40	FUN_00491a40	sqlite3_fn_491a40
491ab0	FUN_00491ab0	sqlite3_fn_491ab0
491b30	FUN_00491b30	sqlite3_fn_491b30
491bc0	FUN_00491bc0	sqlite3_fn_491bc0
491c00	FUN_00491c00	lib_fn_491c00
491ce0	FUN_00491ce0	sqlite3_fn_491ce0
491d30	FUN_00491d30	sqlite3_fn_491d30
491f10	FUN_00491f10	sqlite3_fn_491f10
491f60	FUN_00491f60	sqlite3BtreeTripAllCursors
492040	FUN_00492040	sqlite3_fn_492040
4920e0	FUN_004920e0	sqlite3CantopenError
492110	FUN_00492110	sqlite3_fn_492110
492220	FUN_00492220	sqlite3_fn_492220
492280	FUN_00492280	lib_fn_492280
4923a0	FUN_004923a0	sqlite3_fn_4923a0
492580	FUN_00492580	sqlite3_fn_492580
492650	FUN_00492650	pcacheCleanupCursorSpace
492710	FUN_00492710	pcacheClearOverflowList
4927e0	FUN_004927e0	lib_fn_4927e0
492a10	FUN_00492a10	sqlite3_fn_492a10
492ce0	FUN_00492ce0	lib_fn_492ce0
492d70	FUN_00492d70	lib_fn_492d70
492dd0	FUN_00492dd0	lib_fn_492dd0
492f00	FUN_00492f00	lib_fn_492f00
493360	FUN_00493360	sqlite3_fn_493360
493400	FUN_00493400	lib_fn_493400
4934c0	FUN_004934c0	pcacheCompactPageArray
493630	FUN_00493630	lib_fn_493630
4936f0	FUN_004936f0	sqlite3_fn_4936f0
493750	FUN_00493750	lib_fn_493750
493790	FUN_00493790	lib_fn_493790
493af0	FUN_00493af0	sqlite3CorruptError
493b20	FUN_00493b20	sqlite3_fn_493b20
493bd0	FUN_00493bd0	sqlite3_fn_493bd0
493f20	FUN_00493f20	sqlite3CreateFunc
4940f0	FUN_004940f0	sqlite3_fn_4940f0
494960	FUN_00494960	sqlite3_fn_494960
494b00	FUN_00494b00	sqlite3PageFree
494b90	FUN_00494b90	sqlite3PageMalloc
494c20	FUN_00494c20	lib_fn_494c20
494c50	FUN_00494c50	sqlite3_fn_494c50
494cf0	FUN_00494cf0	sqlite3PageRealloc
494db0	FUN_00494db0	sqlite3PageStrdup
494e00	FUN_00494e00	lib_fn_494e00
494e40	FUN_00494e40	sqlite3_fn_494e40
494ea0	FUN_00494ea0	sqlite3_fn_494ea0
494ec0	FUN_00494ec0	lib_fn_494ec0
495300	FUN_00495300	sqlite3DeleteTable
495480	FUN_00495480	sqlite3SelectDelete
495540	FUN_00495540	lib_fn_495540
495600	FUN_00495600	sqlite3_fn_495600
4957f0	FUN_004957f0	sqlite3_fn_4957f0
495a40	FUN_00495a40	sqlite3_fn_495a40
495bc0	FUN_00495bc0	sqlite3_fn_495bc0
495df0	FUN_00495df0	sqlite3_fn_495df0
4961c0	FUN_004961c0	sqlite3_fn_4961c0
4961f0	FUN_004961f0	sqlite3ErrorWithMsg
4962b0	FUN_004962b0	lib_fn_4962b0
496370	FUN_00496370	sqlite3ExpirePreparedStatements
496390	FUN_00496390	lib_fn_496390
4963e0	FUN_004963e0	sqlite3_fn_4963e0
496440	FUN_00496440	sqlite3_fn_496440
496480	FUN_00496480	lib_fn_496480
496510	FUN_00496510	lib_fn_496510
496610	FUN_00496610	sqlite3_fn_496610
496680	FUN_00496680	sqlite3_fn_496680
4966d0	FUN_004966d0	lib_fn_4966d0
4967a0	FUN_004967a0	sqlite3_fn_4967a0
496a30	FUN_00496a30	lib_fn_496a30
496a90	FUN_00496a90	lib_fn_496a90
496ca0	FUN_00496ca0	lib_fn_496ca0
496d40	FUN_00496d40	lib_fn_496d40
496d90	FUN_00496d90	lib_fn_496d90
496df0	FUN_00496df0	lib_fn_496df0
496f30	FUN_00496f30	lib_fn_496f30
496f90	FUN_00496f90	lib_fn_496f90
497010	FUN_00497010	sqlite3_fn_497010
4970c0	FUN_004970c0	lib_fn_4970c0
497170	FUN_00497170	lib_fn_497170
497220	FUN_00497220	lib_fn_497220
4975c0	FUN_004975c0	lib_fn_4975c0
497600	FUN_00497600	sqlite3_fn_497600
497780	FUN_00497780	sqlite3_fn_497780
498470	FUN_00498470	lib_fn_498470
4984d0	FUN_004984d0	lib_fn_4984d0
498610	FUN_00498610	lib_fn_498610
498790	FUN_00498790	sqlite3ExprDelete
498830	FUN_00498830	sqlite3_fn_498830
4988a0	FUN_004988a0	lib_fn_4988a0
498b60	FUN_00498b60	lib_fn_498b60
498e10	FUN_00498e10	sqlite3_fn_498e10
498e50	FUN_00498e50	lib_fn_498e50
498e90	FUN_00498e90	lib_fn_498e90
498f00	FUN_00498f00	lib_fn_498f00
498fb0	FUN_00498fb0	sqlite3_fn_498fb0
498fe0	FUN_00498fe0	lib_fn_498fe0
499060	FUN_00499060	sqlite3ExprListDelete
499140	FUN_00499140	lib_fn_499140
4992e0	FUN_004992e0	sqlite3_fn_4992e0
499360	FUN_00499360	sqlite3_fn_499360
4993e0	FUN_004993e0	lib_fn_4993e0
4994a0	FUN_004994a0	sqlite3_fn_4994a0
4994d0	FUN_004994d0	lib_fn_4994d0
499500	FUN_00499500	sqlite3FindDbFunction
499540	FUN_00499540	lib_fn_499540
4995c0	FUN_004995c0	sqlite3FindFunction
4997b0	FUN_004997b0	lib_fn_4997b0
499af0	FUN_00499af0	lib_fn_499af0
499c30	FUN_00499c30	lib_fn_499c30
499d70	FUN_00499d70	sqlite3_fn_499d70
49a050	FUN_0049a050	sqlite3_fn_49a050
49a2b0	FUN_0049a2b0	lib_fn_49a2b0
49a350	FUN_0049a350	sqlite3_fn_49a350
49a3a0	FUN_0049a3a0	lib_fn_49a3a0
49a430	FUN_0049a430	sqlite3_fn_49a430
49a530	FUN_0049a530	sqlite3_fn_49a530
49a5b0	FUN_0049a5b0	lib_fn_49a5b0
49a610	FUN_0049a610	lib_fn_49a610
49ab00	FUN_0049ab00	sqlite3DeleteTableAux
49ac40	FUN_0049ac40	sqlite3_fn_49ac40
49ad30	FUN_0049ad30	lib_fn_49ad30
49ae70	FUN_0049ae70	lib_fn_49ae70
49aed0	FUN_0049aed0	sqlite3_fn_49aed0
49b0f0	FUN_0049b0f0	sqlite3HashInsertElement
49b170	FUN_0049b170	sqlite3_fn_49b170
49b1e0	FUN_0049b1e0	lib_fn_49b1e0
49c270	FUN_0049c270	lib_fn_49c270
49c510	FUN_0049c510	lib_fn_49c510
49c860	FUN_0049c860	lib_fn_49c860
49c920	FUN_0049c920	sqlite3Get4byte
49c950	FUN_0049c950	sqlite3_fn_49c950
49c970	FUN_0049c970	lib_fn_49c970
49ca30	FUN_0049ca30	lib_fn_49ca30
49cb00	FUN_0049cb00	sqlite3_fn_49cb00
49cb40	FUN_0049cb40	lib_fn_49cb40
49cb70	FUN_0049cb70	lib_fn_49cb70
49d250	FUN_0049d250	lib_fn_49d250
49d270	FUN_0049d270	sqlite3GetVarint
49d440	FUN_0049d440	sqlite3GetVarint32
49d4d0	FUN_0049d4d0	lib_fn_49d4d0
49d510	FUN_0049d510	lib_fn_49d510
49d5c0	FUN_0049d5c0	sqlite3PageFreeList
49d6a0	FUN_0049d6a0	sqlite3HashFind
49d6f0	FUN_0049d6f0	sqlite3HashInsert
49d800	FUN_0049d800	lib_fn_49d800
49d890	FUN_0049d890	sqlite3_fn_49d890
49d910	FUN_0049d910	sqlite3IdListDelete
49d9d0	FUN_0049d9d0	lib_fn_49d9d0
49dab0	FUN_0049dab0	sqlite3_fn_49dab0
49db30	FUN_0049db30	lib_fn_49db30
49db70	FUN_0049db70	lib_fn_49db70
49dbf0	FUN_0049dbf0	lib_fn_49dbf0
49dd10	FUN_0049dd10	lib_fn_49dd10
49ddb0	FUN_0049ddb0	sqlite3_fn_49ddb0
49de90	FUN_0049de90	sqlite3_fn_49de90
49e0a0	FUN_0049e0a0	sqlite3_fn_49e0a0
49e570	FUN_0049e570	lib_fn_49e570
49f6a0	FUN_0049f6a0	lib_fn_49f6a0
49f780	FUN_0049f780	lib_fn_49f780
49f810	FUN_0049f810	lib_fn_49f810
49f850	FUN_0049f850	lib_fn_49f850
49f8e0	FUN_0049f8e0	lib_fn_49f8e0
49f970	FUN_0049f970	sqlite3_fn_49f970
49fad0	FUN_0049fad0	sqlite3Close
49fde0	FUN_0049fde0	sqlite3_fn_49fde0
4a0000	FUN_004a0000	sqlite3_fn_4a0000
4a0080	FUN_004a0080	sqlite3_fn_4a0080
4a0120	FUN_004a0120	lib_fn_4a0120
4a0180	FUN_004a0180	sqlite3LockAndPrepare
4a0240	FUN_004a0240	sqlite3_fn_4a0240
4a02d0	FUN_004a02d0	lib_fn_4a02d0
4a0350	FUN_004a0350	sqlite3Malloc
4a03c0	FUN_004a03c0	sqlite3MallocAlarm
4a0440	FUN_004a0440	pcache1Initialize
4a0570	FUN_004a0570	lib_fn_4a0570
4a05b0	FUN_004a05b0	lib_fn_4a05b0
4a0720	FUN_004a0720	lib_fn_4a0720
4a0960	FUN_004a0960	StrAccumInit_or_ctor
4a0990	FUN_004a0990	lib_fn_4a0990
4a0a20	FUN_004a0a20	sqlite3_fn_4a0a20
4a0bf0	FUN_004a0bf0	sqlite3_fn_4a0bf0
4a0cd0	FUN_004a0cd0	sqlite3MutexInit
4a0d40	FUN_004a0d40	lib_fn_4a0d40
4a0da0	FUN_004a0da0	sqlite3_fn_4a0da0
4a0e40	FUN_004a0e40	sqlite3_fn_4a0e40
4a0f40	FUN_004a0f40	lib_fn_4a0f40
4a1030	FUN_004a1030	lib_fn_4a1030
4a11c0	FUN_004a11c0	sqlite3_fn_4a11c0
4a1250	FUN_004a1250	sqlite3OsClose
4a1280	FUN_004a1280	sqlite3OsCurrentTimeInt64
4a12e0	FUN_004a12e0	sqlite3_fn_4a12e0
4a1350	FUN_004a1350	sqlite3OsFileControl
4a1370	FUN_004a1370	sqlite3OsShmMap_or_v10
4a1390	FUN_004a1390	sqlite3OsWrite
4a13b0	FUN_004a13b0	sqlite3PcacheBufferSetup
4a1440	FUN_004a1440	lib_fn_4a1440
4a14c0	FUN_004a14c0	getAndInitPage
4a1670	FUN_004a1670	sqlite3_fn_4a1670
4a1760	FUN_004a1760	sqlite3_fn_4a1760
4a17a0	FUN_004a17a0	sqlite3PagerClose
4a18e0	FUN_004a18e0	sqlite3_fn_4a18e0
4a19a0	FUN_004a19a0	sqlite3PagerCommitPhaseOne
4a1bb0	FUN_004a1bb0	pager_playback_or_reset
4a1c00	FUN_004a1c00	sqlite3_fn_4a1c00
4a1c60	FUN_004a1c60	sqlite3_fn_4a1c60
4a1c90	FUN_004a1c90	lib_fn_4a1c90
4a1ce0	FUN_004a1ce0	sqlite3PagerMovepage
4a1ea0	FUN_004a1ea0	sqlite3PagerOpen
4a2310	FUN_004a2310	sqlite3_fn_4a2310
4a2440	FUN_004a2440	pager_write_dirty_or_openWal
4a24c0	FUN_004a24c0	pagerReadFileheader
4a2510	FUN_004a2510	sqlite3PagerCommitPhaseTwo_or_sync
4a25c0	FUN_004a25c0	sqlite3PagerReleaseSavepoints
4a26b0	FUN_004a26b0	sqlite3PagerSetBusyhandler
4a26f0	FUN_004a26f0	sqlite3_fn_4a26f0
4a27d0	FUN_004a27d0	sqlite3PagerSetPagesize
4a2900	FUN_004a2900	sqlite3_fn_4a2900
4a2980	FUN_004a2980	pager_playback_4a2980
4a2bd0	FUN_004a2bd0	pagerSyncHotJournal
4a2c20	FUN_004a2c20	sqlite3PagerUnrefNotNull
4a2c50	FUN_004a2c50	sqlite3_fn_4a2c50
4a2c80	FUN_004a2c80	pagerPlaybackSavepoint
4a2e90	FUN_004a2e90	sqlite3ParseUri
4a3440	FUN_004a3440	sqlite3_fn_4a3440
4a3580	FUN_004a3580	sqlite3_fn_4a3580
4a35c0	FUN_004a35c0	pagerReleaseAllSavepoints_flush
4a3620	FUN_004a3620	pcacheSortDirtyList
4a37a0	FUN_004a37a0	pcacheRelease_writeSubj
4a37e0	FUN_004a37e0	sqlite3PcacheFetch
4a3950	FUN_004a3950	pcacheMakeClean
4a39a0	FUN_004a39a0	pcacheManageDirtyList_add
4a39f0	FUN_004a39f0	sqlite3PcacheMove
4a3a60	FUN_004a3a60	pagerFileSync
4a3a80	FUN_004a3a80	sqlite3PcacheRelease
4a3b00	FUN_004a3b00	pcacheTruncate
4a3bb0	FUN_004a3bb0	sqlite3_fn_4a3bb0
4a5af0	FUN_004a5af0	sqlite3Prepare
4a5e90	FUN_004a5e90	lib_fn_4a5e90
4a5f90	FUN_004a5f90	sqlite3Put4byte
4a5fc0	FUN_004a5fc0	sqlite3_fn_4a5fc0
4a60c0	FUN_004a60c0	sqlite3_fn_4a60c0
4a6100	FUN_004a6100	sqlite3_fn_4a6100
4a6140	FUN_004a6140	sqlite3Realloc
4a6290	FUN_004a6290	sqlite3_fn_4a6290
4a6530	FUN_004a6530	registerDateTimeFunctions
4a65c0	FUN_004a65c0	sqlite3RegisterBuiltinFunctions
4a6660	FUN_004a6660	sqlite3_fn_4a6660
4a6750	FUN_004a6750	sqlite3_fn_4a6750
4a68c0	FUN_004a68c0	sqlite3_fn_4a68c0
4a68f0	FUN_004a68f0	lib_fn_4a68f0
4a6940	FUN_004a6940	lib_fn_4a6940
4a69a0	FUN_004a69a0	sqlite3_fn_4a69a0
4a69e0	FUN_004a69e0	lib_fn_4a69e0
4a6ac0	FUN_004a6ac0	sqlite3_fn_4a6ac0
4a6b70	FUN_004a6b70	lib_fn_4a6b70
4a6bb0	FUN_004a6bb0	lib_fn_4a6bb0
4a6c80	FUN_004a6c80	sqlite3_fn_4a6c80
4a6d60	FUN_004a6d60	sqlite3_fn_4a6d60
4a6dc0	FUN_004a6dc0	sqlite3_fn_4a6dc0
4a6e20	FUN_004a6e20	sqlite3ExprListClearList
4a6ed0	FUN_004a6ed0	sqlite3_fn_4a6ed0
4a6f70	FUN_004a6f70	sqlite3_fn_4a6f70
4a6fd0	FUN_004a6fd0	sqlite3_fn_4a6fd0
4a7140	FUN_004a7140	sqlite3_fn_4a7140
4a74f0	FUN_004a74f0	sqlite3_fn_4a74f0
4a7850	FUN_004a7850	sqlite3SafetyCheckOk
4a78d0	FUN_004a78d0	sqlite3_fn_4a78d0
4a7960	FUN_004a7960	sqlite3SchemaClear
4a7a80	FUN_004a7a80	sqlite3SchemaGet
4a7ba0	FUN_004a7ba0	lib_fn_4a7ba0
4a7be0	FUN_004a7be0	pcache1Free
4a7d10	FUN_004a7d10	pcache1Alloc
4a7e30	FUN_004a7e30	sqlite3_fn_4a7e30
4a9650	FUN_004a9650	sqlite3WindowListDelete_or_Cte
4a9680	FUN_004a9680	lib_fn_4a9680
4a97a0	FUN_004a97a0	sqlite3_fn_4a97a0
4a97d0	FUN_004a97d0	lib_fn_4a97d0
4a99a0	FUN_004a99a0	lib_fn_4a99a0
4a9a30	FUN_004a9a30	sqlite3SetString
4a9ac0	FUN_004a9ac0	sqlite3_fn_4a9ac0
4a9b80	FUN_004a9b80	sqlite3_fn_4a9b80
4a9c50	FUN_004a9c50	lib_fn_4a9c50
4a9cb0	FUN_004a9cb0	sqlite3SrcListDelete
4a9d60	FUN_004a9d60	lib_fn_4a9d60
4a9fc0	FUN_004a9fc0	lib_fn_4a9fc0
4aa0e0	FUN_004aa0e0	sqlite3_fn_4aa0e0
4aa130	FUN_004aa130	lib_fn_4aa130
4aa180	FUN_004aa180	sqlite3_fn_4aa180
4aa1c0	FUN_004aa1c0	sqlite3_fn_4aa1c0
4aa580	FUN_004aa580	sqlite3StatusUp
4aa5b0	FUN_004aa5b0	sqlite3StatusSet
4aa5e0	FUN_004aa5e0	sqlite3Step
4aa7b0	FUN_004aa7b0	sqlite3StrAccumAppend
4aa8f0	FUN_004aa8f0	sqlite3StrAccumFinish
4aa970	FUN_004aa970	sqlite3StrAccumReset
4aa9b0	FUN_004aa9b0	sqlite3Strlen30
4aa9e0	FUN_004aa9e0	sqlite3_fn_4aa9e0
4aaa40	FUN_004aaa40	lib_fn_4aaa40
4aab20	FUN_004aab20	lib_fn_4aab20
4aac10	FUN_004aac10	sqlite3VdbeFrameRestore
4aad60	FUN_004aad60	sqlite3_fn_4aad60
4aae20	FUN_004aae20	sqlite3_fn_4aae20
4aaea0	FUN_004aaea0	sqlite3_fn_4aaea0
